home,away,homePoints,awayPoints,homeBlocks,homeDefensiveRebounds,homeSteals,homeTurnoverPoints,homeDisqualifications,homeFlagrantFouls,homeFouls,homeEjections,homeTechnicalFouls,homeRebounds,homeAssistTurnoverRatio,homeStealFoulRatio,homeBlockFoulRatio,homeTeamAssistTurnoverRatio,homeStealTurnoverRatio,homeGamesPlayed,homeGamesStarted,homeDoubleDouble,homeTripleDouble,homeAssists,homeFieldGoals,homeFieldGoalsAttempted,homeFieldGoalsMade,homeFieldGoalPct,homeFreeThrows,homeFreeThrowPct,homeFreeThrowsAttempted,homeFreeThrowsMade,homeOffensiveRebounds,homeTurnovers,homeThreePointFieldGoalsAttempted,homeThreePointFieldGoalsMade,homeTeamTurnovers,homePointsInPaint,homeFastBreakPoints,homeOffensiveReboundPct,homeEstimatedPossessions,homePointsPerEstimatedPossessions,homeThreePointFieldGoalPct,homeTwoPointFieldGoalsMade,homeTwoPointFieldGoalsAttempted,homeTwoPointFieldGoalPct,homeShootingEfficiency,homeScoringEfficiency,homeLargestLead,awayBlocks,awayDefensiveRebounds,awaySteals,awayTurnoverPoints,awayDisqualifications,awayFlagrantFouls,awayFouls,awayEjections,awayTechnicalFouls,awayRebounds,awayAssistTurnoverRatio,awayStealFoulRatio,awayBlockFoulRatio,awayTeamAssistTurnoverRatio,awayStealTurnoverRatio,awayGamesPlayed,awayGamesStarted,awayDoubleDouble,awayTripleDouble,awayAssists,awayFieldGoals,awayFieldGoalsAttempted,awayFieldGoalsMade,awayFieldGoalPct,awayFreeThrows,awayFreeThrowPct,awayFreeThrowsAttempted,awayFreeThrowsMade,awayOffensiveRebounds,awayTurnovers,awayThreePointFieldGoalsAttempted,awayThreePointFieldGoalsMade,awayTeamTurnovers,awayPointsInPaint,awayFastBreakPoints,awayOffensiveReboundPct,awayEstimatedPossessions,awayPointsPerEstimatedPossessions,awayThreePointFieldGoalPct,awayTwoPointFieldGoalsMade,awayTwoPointFieldGoalsAttempted,awayTwoPointFieldGoalPct,awayShootingEfficiency,awayScoringEfficiency,awayLargestLead
130,194,57,68,2,22,3,0,0,0,19,0,0,32,1.4545455,0.15789473,0.10526316,0,0.27272728,1,0,0,0,16,0.413793,58,24,41.37931168079376,0.833333,83.33333134651184,6,5,10,11,17,4,0,0,0,0.29411766,61.4,0.92833877,23.52941185235977,20,41,48.78048896789551,0.44827586,0.98275864,4,4,24,3,0,0,0,13,0,0,26,0.75,0.23076923,0.30769232,6,0.375,1,0,0,0,6,0.5,48,24,50,0.888889,88.88888955116272,18,16,2,8,11,4,1,0,0,0.083333336,62.2,1.0932475,36.36363744735718,20,37,54.054051637649536,0.5416667,1.4166666,14
195,2523,85,71,3,24,7,18,0,0,10,0,0,36,1.3,0.7,0.3,0,0.7,1,0,0,0,13,0.463768,69,32,46.37681245803833,0.928571,92.85714030265808,14,13,12,10,26,8,0,38,3,0.3243243,72.6,1.1707989,30.769231915473938,24,43,55.81395626068115,0.5217391,1.231884,16,0,25,3,14,0,0,15,0,0,30,0.75,0.2,0,0,0.1875,1,0,0,0,12,0.490909,55,27,49.09090995788574,0.733333,73.33333492279053,15,11,5,16,17,6,0,30,2,0.17857143,72,0.9861111,35.29411852359772,21,38,55.263155698776245,0.54545456,1.290909,3
195,2057,92,80,4,21,7,15,0,0,11,0,0,29,2.125,0.6363636,0.36363637,0,0.875,1,0,0,0,17,0.485294,68,33,48.52941036224365,0.833333,83.33333134651184,12,10,8,8,37,16,0,32,10,0.22857143,72.8,1.2637362,43.24324429035187,17,31,54.83871102333069,0.60294116,1.3529412,15,1,26,4,14,0,0,16,0,0,31,1.5384616,0.25,0.0625,10,0.30769232,1,0,0,0,20,0.466667,60,28,46.666666865348816,0.9375,93.75,16,15,5,13,26,9,2,38,23,0.15625,76.4,1.0471205,34.61538553237915,19,34,55.88235259056091,0.5416667,1.3333334,1
325,195,56,67,5,26,8,20,0,0,15,0,0,35,1,0.53333336,0.33333334,0,0.6666667,1,0,0,0,12,0.381818,55,21,38.18181753158569,0.526316,52.63158082962036,19,10,9,12,19,4,0,30,24,0.2647059,65.6,0.85365856,21.052631735801697,17,36,47.22222089767456,0.4181818,1.0181818,2,3,28,8,11,0,0,16,0,0,42,1.8333334,0.5,0.1875,0,0.6666667,1,0,0,0,22,0.380952,63,24,38.0952388048172,0.7,69.9999988079071,10,7,14,12,31,12,0,22,0,0.35897437,65,1.0307692,38.70967626571655,12,32,37.5,0.47619048,1.0634921,18
195,2598,78,75,7,21,7,20,1,0,17,0,0,31,0.95,0.4117647,0.4117647,19,0.35,1,0,0,0,19,0.535714,56,30,53.57142686843872,0.642857,64.28571343421936,14,9,10,20,23,9,1,38,8,0.3846154,72.6,1.0743802,39.13043439388275,21,33,63.63636255264282,0.6160714,1.3928572,18,1,20,10,23,0,0,16,0,0,27,1.0714285,0.625,0.0625,15,0.71428573,1,0,0,0,15,0.5,56,28,50,0.941176,94.11764740943909,17,16,7,14,13,3,1,42,8,0.25,70.8,1.059322,23.076923191547394,25,43,58.139532804489136,0.52678573,1.3392857,3
195,2985,88,68,3,21,13,0,0,0,10,0,0,36,2.2857144,1.3,0.3,0,1.8571428,1,0,0,0,16,0.449275,69,31,44.92753744125366,0.73913,73.9130437374115,23,17,15,7,30,9,0,0,0,0.39473686,70.2,1.2535613,30.000001192092896,22,39,56.41025900840759,0.51449275,1.2753624,20,2,25,4,0,0,0,20,0,0,31,0.6315789,0.2,0.1,0,0.21052632,1,0,0,0,12,0.509434,53,27,50.94339847564697,0.714286,71.42857313156128,7,5,6,19,22,9,0,0,0,0.23076923,68.8,0.988372,40.909090638160706,18,31,58.06451439857483,0.5943396,1.2830188,9
195,276,75,65,2,26,11,25,0,0,15,0,0,36,0.5882353,0.73333335,0.13333334,3.3333333,0.64705884,1,0,0,0,10,0.4,55,22,40.00000059604645,0.923077,92.30769276618958,26,24,10,17,23,7,3,28,7,0.3030303,75.4,0.99469495,30.434781312942505,15,32,46.875,0.46363637,1.3636364,17,5,25,10,22,0,0,20,0,0,37,0.45454547,0.5,0.25,0,0.45454547,1,0,0,0,10,0.377049,61,23,37.704917788505554,0.769231,76.92307829856873,13,10,12,22,28,9,0,0,0,0.31578946,76.2,0.8530184,32.14285671710968,14,33,42.424243688583374,0.45081967,1.0655738,0
2006,195,63,69,1,24,4,12,0,0,11,0,0,33,1.1,0.36363637,0.09090909,11,0.4,1,0,0,0,11,0.392857,56,22,39.28571343421936,0.529412,52.941179275512695,17,9,9,10,27,10,1,0,0,0.2647059,64.8,0.97222215,37.03703582286835,12,29,41.37931168079376,0.48214287,1.125,0,3,31,4,11,1,0,18,0,0,34,1.2,0.22222222,0.16666667,6,0.4,1,0,0,0,12,0.5,52,26,50,0.9,89.99999761581421,10,9,3,10,20,8,2,0,0,0.115384616,65,1.0615385,40.00000059604645,18,32,56.25,0.5769231,1.3269231,14
195,2908,85,70,1,26,4,19,0,0,8,0,0,39,1.3636364,0.5,0.125,15,0.36363637,1,0,0,0,15,0.481481,54,26,48.148149251937866,0.787879,78.78788113594055,33,26,13,11,24,7,1,36,4,0.4642857,66.2,1.283988,29.16666567325592,19,30,63.333332538604736,0.5462963,1.574074,15,4,19,6,12,0,0,28,0,0,23,1.1428572,0.21428572,0.14285715,0,0.42857143,1,0,0,0,16,0.464286,56,26,46.42857015132904,1,100,6,6,4,14,28,12,0,22,3,0.13333334,68.4,1.0233918,42.85714328289032,14,28,50,0.5714286,1.25,1
2711,195,47,59,6,30,3,5,1,0,16,0,0,41,0.25,0.1875,0.375,0,0.15,1,0,0,0,5,0.326531,49,16,32.65306055545807,0.692308,69.2307710647583,13,9,11,20,22,6,0,18,5,0.33333334,63.2,0.7436709,27.272728085517883,10,27,37.03703582286835,0.3877551,0.9591837,3,3,25,12,21,0,0,12,0,0,38,0.7777778,1,0.25,3.5,1.3333334,1,0,0,0,7,0.365079,63,23,36.50793731212616,0.666667,66.66666865348816,15,10,13,9,22,3,2,40,10,0.325,67,0.880597,13.636364042758942,20,41,48.78048896789551,0.3888889,0.93650794,14
195,2309,80,72,1,27,4,7,0,0,16,0,0,33,0.84615386,0.25,0.0625,0,0.30769232,1,0,0,0,11,0.5,50,25,50,0.869565,86.95651888847351,23,20,6,13,25,10,0,24,14,0.24,66.2,1.2084593,40.00000059604645,15,25,60.00000238418579,0.6,1.6,18,3,22,10,9,2,0,22,0,0,34,1.2857143,0.45454547,0.13636364,9,1.4285715,1,0,0,0,9,0.384615,65,25,38.46153914928436,0.782609,78.2608687877655,23,18,12,7,17,4,1,32,14,0.3,70.2,1.0256411,23.52941185235977,21,48,43.75,0.41538462,1.1076924,2
195,2649,69,87,3,21,6,4,0,0,15,0,0,28,0.72727275,0.4,0.2,0,0.54545456,1,0,0,0,8,0.45,60,27,44.999998807907104,0.5,50,14,7,7,11,29,8,0,34,2,0.21212122,69.6,0.9913793,27.586206793785095,19,31,61.29032373428345,0.51666665,1.15,2,2,29,6,12,0,0,17,0,0,33,1.5,0.3529412,0.11764706,0,0.6,1,0,0,0,15,0.590164,61,36,59.01639461517334,1,100,8,8,4,10,17,7,0,38,6,0.16,70.2,1.2393163,41.17647111415863,29,44,65.90909361839294,0.647541,1.4262295,20
195,2459,74,62,3,27,9,18,1,0,18,0,0,40,1.0909091,0.5,0.16666667,0,0.8181818,1,0,0,0,12,0.40678,59,24,40.67796468734741,0.75,75,24,18,13,11,30,8,0,32,7,0.37142858,66.6,1.1111112,26.66666805744171,16,29,55.17241358757019,0.47457626,1.2542373,28,3,26,6,14,1,0,25,0,0,34,0.5,0.24,0.12,3.5,0.42857143,1,0,0,0,7,0.425926,54,23,42.592594027519226,0.684211,68.42105388641357,19,13,8,14,16,3,2,34,6,0.2580645,69.6,0.8908046,18.75,20,38,52.63158082962036,0.4537037,1.1481482,3
2084,195,53,74,3,27,7,8,0,0,12,0,0,37,0.5625,0.5833333,0.25,0,0.4375,1,0,0,0,9,0.381818,55,21,38.18181753158569,1,100,6,6,10,16,21,5,0,32,8,0.29411766,63.4,0.8359621,23.80952388048172,16,34,47.05882370471954,0.42727274,0.96363634,2,2,24,10,15,0,0,8,0,0,37,1,1.25,0.25,8,1.25,1,0,0,0,8,0.439394,66,29,43.939393758773804,0.7,69.9999988079071,10,7,13,8,27,9,1,36,6,0.35135135,66,1.1212121,33.33333432674408,20,39,51.28205418586731,0.50757575,1.1212121,23
195,2050,87,63,1,29,10,18,0,0,18,0,0,40,1.3333334,0.5555556,0.055555556,0,0.8333333,1,0,0,0,16,0.508475,59,30,50.847458839416504,0.62963,62.962961196899414,27,17,11,12,23,10,0,34,5,0.37931034,70.8,1.2288135,43.478259444236755,20,36,55.55555820465088,0.59322035,1.4745762,31,2,22,6,11,0,0,24,0,0,26,0.73333335,0.25,0.083333336,0,0.4,1,0,0,0,11,0.384615,52,20,38.46153914928436,0.7,69.9999988079071,20,14,4,15,29,9,0,22,6,0.125,71,0.8873239,31.034481525421143,11,23,47.826087474823,0.47115386,1.2115384,1
195,2711,77,64,0,22,9,24,0,0,10,0,0,36,2,0.9,0,14,1.2857143,1,0,0,0,14,0.492308,65,32,49.23076927661896,0.5,50,12,6,14,7,27,7,1,50,5,0.42424244,63.8,1.2068965,25.925925374031067,25,38,65.78947305679321,0.54615384,1.1846154,15,5,21,5,5,0,0,15,0,0,28,0.5,0.33333334,0.33333334,4,0.3125,1,0,0,0,8,0.446809,47,21,44.68085169792175,0.6875,68.75,16,11,7,16,27,11,2,10,0,0.26923078,64.4,0.9937888,40.74074029922485,10,20,50,0.5638298,1.3617021,10
195,2199,81,68,2,24,5,24,0,0,14,0,0,29,1,0.35714287,0.14285715,14,0.35714287,1,0,0,0,14,0.517857,56,29,51.78571343421936,0.916667,91.66666865348816,12,11,5,14,26,12,1,32,4,0.18518518,70.8,1.1440678,46.15384638309479,17,30,56.66666626930237,0.625,1.4464285,26,3,22,7,18,1,0,16,0,0,32,0.5555556,0.4375,0.1875,5,0.3888889,1,0,0,0,10,0.440678,59,26,44.06779706478119,0.909091,90.90909361839294,11,10,10,18,21,6,2,30,4,0.3030303,73.4,0.9264305,28.57142984867096,20,38,52.63158082962036,0.4915254,1.1525424,0
2649,195,77,62,9,41,1,7,0,0,13,0,0,47,1,0.07692308,0.6923077,0,0.05882353,1,0,0,0,17,0.563636,55,31,56.36363625526428,0.909091,90.90909361839294,11,10,6,17,17,5,0,42,16,0.25,70.4,1.09375,29.411765933036804,26,38,68.42105388641357,0.6090909,1.4,17,6,19,11,19,0,0,14,0,0,26,2.2,0.78571427,0.42857143,0,2.2,1,0,0,0,11,0.328358,67,22,32.83582031726837,0.538462,53.84615659713745,13,7,7,5,31,11,0,0,0,0.15555556,70.2,0.88319093,35.48386991024017,11,36,30.55555522441864,0.41044775,0.92537314,3
197,2349,80,58,5,28,11,21,1,0,22,0,0,37,1,0.5,0.22727273,0,0.57894737,1,0,0,0,19,0.588235,51,30,58.82353186607361,0.666667,66.66666865348816,24,16,9,19,11,4,0,0,0,0.42857143,70.6,1.1331445,36.36363744735718,26,40,64.99999761581421,0.627451,1.5686275,24,3,15,11,19,0,0,18,0,0,27,0.57894737,0.6111111,0.16666667,5.5,0.57894737,1,0,0,0,11,0.362069,58,21,36.20689511299133,0.733333,73.33333492279053,15,11,12,19,21,5,2,0,0,0.3243243,73,0.79452056,23.80952388048172,16,37,43.24324429035187,0.4051724,1,0
197,2504,72,59,7,24,17,28,0,0,19,0,0,33,0.65,0.8947368,0.36842105,0,0.85,1,0,0,0,13,0.465116,43,20,46.51162922382355,0.608696,60.86956262588501,46,28,9,20,13,4,0,30,31,0.39130434,72.4,0.9944751,30.769231915473938,16,30,53.33333611488342,0.5116279,1.6744186,24,2,24,16,9,2,0,30,0,0,36,0.20689656,0.53333336,0.06666667,3,0.55172414,1,0,0,0,6,0.36,50,18,36.000001430511475,0.761905,76.1904776096344,21,16,12,29,19,7,2,20,17,0.375,77.4,0.7622739,36.84210479259491,11,31,35.48386991024017,0.43,1.18,0
197,250,88,45,3,31,15,34,0,0,13,0,0,50,1.6666666,1.1538461,0.23076923,0,1.25,1,0,0,0,20,0.464789,71,33,46.47887349128723,0.764706,76.47058963775635,17,13,19,12,25,9,0,44,28,0.5,70.8,1.2429378,36.000001430511475,24,46,52.173912525177,0.52816904,1.2394366,47,7,20,8,10,0,0,17,0,0,28,0.27272728,0.47058824,0.4117647,0,0.36363637,1,0,0,0,6,0.377358,53,20,37.73584961891174,0.3,30.000001192092896,10,3,8,22,20,2,0,28,6,0.24242425,71,0.63380283,10.000000149011612,18,33,54.54545617103577,0.3962264,0.8490566,0
197,2473,55,56,3,23,8,19,1,0,11,0,0,31,0.8333333,0.72727275,0.27272728,15,0.44444445,1,0,0,0,15,0.433962,53,23,43.396225571632385,0.5,50,12,6,8,18,17,3,1,40,17,0.26666668,68.8,0.79941857,17.64705926179886,20,36,55.55555820465088,0.46226415,1.0377358,5,2,26,6,15,0,0,12,0,0,35,0.5,0.5,0.16666667,4.5,0.33333334,1,0,0,0,9,0.384615,52,20,38.46153914928436,0.833333,83.33333134651184,12,10,9,18,20,6,2,26,2,0.28125,67.8,0.82595867,30.000001192092896,14,32,43.75,0.44230768,1.0769231,8
197,232,96,66,16,25,16,34,0,0,19,0,0,36,1,0.84210527,0.84210527,18,0.8888889,1,0,0,0,18,0.567164,67,38,56.71641826629639,0.733333,73.33333492279053,15,11,11,18,18,9,1,50,18,0.37931034,81,1.1851852,50,29,49,59.183675050735474,0.63432837,1.4328358,33,1,21,10,16,0,0,18,0,0,39,0.2857143,0.5555556,0.055555556,8,0.35714287,1,0,0,0,8,0.295082,61,18,29.50819730758667,0.913043,91.30434989929199,23,21,18,28,22,9,1,18,19,0.41860464,81.2,0.8128079,40.909090638160706,9,39,23.076923191547394,0.36885247,1.0819672,5
198,197,77,78,5,31,5,10,1,0,18,0,0,37,1.3636364,0.2777778,0.2777778,0,0.45454547,1,0,0,0,15,0.430769,65,28,43.07692348957062,0.571429,57.14285969734192,14,8,6,11,33,13,0,26,7,0.16216215,75.6,1.0185186,39.393940567970276,15,32,46.875,0.5307692,1.1846154,9,8,34,7,13,0,0,17,0,0,51,0.9,0.4117647,0.47058824,0,0.7,1,0,0,0,9,0.423077,78,33,42.307692766189575,0.714286,71.42857313156128,14,10,17,10,16,2,0,56,14,0.37777779,76.6,1.0182768,12.5,31,62,50,0.43589744,1,5
197,2724,51,60,3,26,7,15,0,0,14,0,0,37,0.42857143,0.5,0.21428572,4.5,0.33333334,1,0,0,0,9,0.375,48,18,37.5,0.473684,47.36842215061188,19,9,11,21,21,6,2,20,12,0.36666667,67.6,0.75443786,28.57142984867096,12,27,44.44444477558136,0.4375,1.0625,10,2,22,10,25,0,0,15,0,0,33,0.8,0.6666667,0.13333334,0,0.6666667,1,0,0,0,12,0.421053,57,24,42.105263471603394,0.545455,54.54545617103577,11,6,11,15,17,6,0,36,15,0.33333334,65.4,0.9174312,35.29411852359772,18,40,44.999998807907104,0.47368422,1.0526316,9
197,2752,71,77,5,22,8,0,0,0,24,0,0,33,0.8125,0.33333334,0.20833333,0,0.5,1,0,0,0,13,0.421875,64,27,42.1875,0.625,62.5,16,10,11,16,26,7,0,0,0,0.2972973,75.4,0.94164455,26.923078298568726,20,38,52.63158082962036,0.4765625,1.109375,6,6,28,10,0,0,0,18,0,0,42,0.4117647,0.5555556,0.33333334,0,0.5882353,1,0,0,0,7,0.421053,57,24,42.105263471603394,0.741935,74.19354915618896,31,23,14,17,18,6,0,0,0,0.42424244,72.4,1.0635359,33.33333432674408,18,39,46.15384638309479,0.47368422,1.3508772,14
248,197,72,61,5,24,10,0,1,0,22,0,0,39,0.68421054,0.45454547,0.22727273,13,0.5263158,1,0,0,0,13,0.423077,52,22,42.307692766189575,0.566667,56.66666626930237,30,17,15,19,25,11,1,22,0,0.5,69,1.0434783,43.99999976158142,11,27,40.74074029922485,0.52884614,1.3846154,12,3,22,12,0,0,0,24,0,0,35,0.3888889,0.5,0.125,0,0.6666667,1,0,0,0,7,0.36,50,18,36.000001430511475,0.6875,68.75,32,22,13,18,19,3,0,30,0,0.40625,67.8,0.899705,15.789473056793213,15,31,48.38709533214569,0.39,1.22,4
197,325,98,93,6,24,10,25,0,0,17,0,0,36,0.8888889,0.5882353,0.3529412,0,0.5555556,1,0,0,0,16,0.529412,68,36,52.941179275512695,0.653846,65.38461446762085,26,17,12,18,25,9,0,48,25,0.375,84.4,1.1611375,36.000001430511475,27,43,62.79069781303406,0.5955882,1.4411764,7,1,27,12,17,1,0,22,0,0,39,1.3529412,0.54545456,0.045454547,0,0.7058824,1,0,0,0,23,0.507246,69,35,50.724637508392334,0.636364,63.63636255264282,22,14,12,17,24,9,0,52,11,0.3529412,82.8,1.1231884,37.5,26,45,57.777780294418335,0.57246375,1.3478261,7
197,2305,63,74,6,22,12,11,0,0,12,0,0,36,0.90909094,1,0.5,10,1.0909091,1,0,0,0,10,0.357143,70,25,35.71428656578064,0.692308,69.2307710647583,13,9,14,11,17,4,1,0,0,0.31111112,73.2,0.8606558,23.52941185235977,21,53,39.62264060974121,0.3857143,0.9,3,5,33,5,16,0,0,13,0,0,50,0.88235295,0.3846154,0.3846154,0,0.29411766,1,0,0,0,15,0.430769,65,28,43.07692348957062,0.75,75,12,9,17,17,23,9,0,0,0,0.45945945,69.8,1.0601718,39.13043439388275,19,42,45.23809552192688,0.5,1.1384616,15
277,197,70,60,6,26,12,0,0,0,17,0,0,36,1,0.7058824,0.3529412,0,1,1,0,0,0,12,0.372881,59,22,37.288135290145874,0.954545,95.45454382896423,22,21,10,12,19,5,0,0,0,0.27027026,69.8,1.0028653,26.31579041481018,17,40,42.500001192092896,0.41525424,1.1864407,18,1,28,9,0,0,0,23,0,0,39,0.5882353,0.39130434,0.04347826,0,0.5294118,1,0,0,0,10,0.396552,58,23,39.65517282485962,0.6,60.00000238418579,15,9,11,17,19,5,0,0,0,0.31428573,70,0.85714287,26.31579041481018,18,39,46.15384638309479,0.43965518,1.0344827,4
197,251,64,51,3,25,6,18,0,0,12,0,0,36,1.4444444,0.5,0.25,0,0.6666667,1,0,0,0,13,0.384615,52,20,38.46153914928436,0.695652,69.5652186870575,23,16,11,9,17,8,0,0,0,0.34375,59.2,1.081081,47.05882370471954,12,35,34.285715222358704,0.46153846,1.2307693,13,5,26,7,8,0,0,17,0,0,33,0.78571427,0.4117647,0.29411766,11,0.5,1,0,0,0,11,0.392157,51,20,39.21568691730499,0.714286,71.42857313156128,7,5,7,14,22,6,1,0,0,0.22580644,61.8,0.82524276,27.272728085517883,14,29,48.27586114406586,0.4509804,1,0
2641,197,78,57,4,27,8,20,0,0,16,0,0,33,1.0833334,0.5,0.25,13,0.6666667,1,0,0,0,13,0.5,56,28,50,0.684211,68.42105388641357,19,13,6,12,23,9,1,30,6,0.21428572,70.6,1.1048158,39.13043439388275,19,33,57.575756311416626,0.58035713,1.3928572,21,1,23,7,10,0,0,18,0,0,36,0.8,0.3888889,0.055555556,12,0.46666667,1,0,0,0,12,0.321429,56,18,32.14285671710968,0.681818,68.18181872367859,22,15,13,15,21,6,1,20,2,0.34210527,67.8,0.8407079,28.57142984867096,12,35,34.285715222358704,0.375,1.0178572,0
239,197,54,61,1,27,4,0,0,0,12,0,0,38,0.90909094,0.33333334,0.083333336,0,0.36363637,1,0,0,0,10,0.310345,58,18,31.034481525421143,0.714286,71.42857313156128,14,10,11,11,28,8,0,0,0,0.275,63.6,0.8490566,28.57142984867096,10,30,33.33333432674408,0.37931034,0.9310345,1,5,31,9,0,0,0,16,0,0,36,1.6,0.5625,0.3125,0,0.9,1,0,0,0,16,0.446429,56,25,44.64285671710968,0.75,75,8,6,5,10,16,5,0,0,0,0.16129032,64.2,0.9501558,31.25,20,40,50,0.49107143,1.0892857,18
251,197,56,51,4,28,9,0,0,0,11,0,0,38,0.5,0.8181818,0.36363637,3.3333333,0.45,1,0,0,0,10,0.367347,49,18,36.73469424247742,0.875,87.5,16,14,10,20,21,6,3,0,0,0.32258064,68.4,0.8187134,28.57142984867096,12,28,42.85714328289032,0.42857143,1.1428572,13,4,21,12,21,0,0,20,0,0,32,0.53333336,0.6,0.2,8,0.8,1,0,0,0,8,0.375,56,21,37.5,0.583333,58.33333134651184,12,7,11,15,9,2,1,0,0,0.31428573,65.8,0.775076,22.22222238779068,19,47,40.425533056259155,0.39285713,0.91071427,4
197,2628,57,56,8,19,9,12,0,0,15,0,0,33,0.72727275,0.6,0.53333336,0,0.8181818,1,0,0,0,8,0.351852,54,19,35.18518507480621,0.565217,56.521737575531006,23,13,14,11,19,6,0,22,7,0.4,60.2,0.94684386,31.578946113586426,13,35,37.142857909202576,0.4074074,1.0555556,4,5,27,5,14,0,0,20,0,0,44,0.5,0.25,0.25,2.75,0.22727273,1,0,0,0,11,0.345455,55,19,34.54545438289642,0.647059,64.70588445663452,17,11,17,22,20,7,4,22,4,0.4722222,70.8,0.79096043,34.99999940395355,12,35,34.285715222358704,0.4090909,1.0181818,9
197,201,64,55,8,26,10,13,0,0,11,0,0,31,0.8125,0.90909094,0.72727275,0,0.625,1,0,0,0,13,0.48,50,24,47.999998927116394,0.75,75,16,12,5,16,12,4,0,0,0,0.1923077,67.4,0.94955486,33.33333432674408,20,38,52.63158082962036,0.52,1.28,12,1,24,8,12,0,0,15,0,0,36,0.5294118,0.53333336,0.06666667,0,0.47058824,1,0,0,0,9,0.377049,61,23,37.704917788505554,0.75,75,4,3,12,17,22,6,0,0,0,0.31578946,67.6,0.8136095,27.272728085517883,17,39,43.589743971824646,0.4262295,0.90163934,7
2306,197,71,68,1,22,6,15,0,0,9,0,0,33,1,0.6666667,0.11111111,0,0.46153846,1,0,0,0,13,0.442623,61,27,44.262295961380005,0.8,80.0000011920929,10,8,11,13,23,9,0,30,7,0.32352942,67,1.0597014,39.13043439388275,18,38,47.36842215061188,0.5163934,1.1639345,7,4,24,4,17,0,0,12,0,0,33,1.1428572,0.33333334,0.33333334,16,0.2857143,1,0,0,0,16,0.473684,57,27,47.36842215061188,0.857143,85.71428656578064,7,6,9,14,25,8,1,28,12,0.3,65.8,1.0334346,31.999999284744263,19,32,59.375,0.54385966,1.1929824,6
2628,197,77,73,2,23,2,8,0,0,13,0,0,37,0.9411765,0.15384616,0.15384616,8,0.11764706,1,0,0,0,16,0.472727,55,26,47.27272689342499,0.782609,78.2608687877655,23,18,14,17,20,7,2,28,21,0.4827586,69.2,1.1127168,34.99999940395355,19,35,54.28571701049805,0.53636366,1.4,13,7,13,9,18,0,0,19,0,0,24,1.3636364,0.47368422,0.36842105,15,0.8181818,1,0,0,0,15,0.492063,63,31,49.20634925365448,0.5,50,10,5,11,11,17,6,1,44,11,0.34375,68,1.0735294,35.29411852359772,25,46,54.347825050354004,0.53968257,1.1587301,5
2110,198,70,67,3,34,5,12,0,0,16,0,0,44,0.8125,0.3125,0.1875,13,0.3125,1,0,0,0,13,0.428571,63,27,42.85714328289032,0.818182,81.81818127632141,11,9,10,16,24,7,1,38,13,0.2777778,74.4,0.9408602,29.16666567325592,20,39,51.28205418586731,0.48412699,1.1111112,20,8,27,7,21,0,0,16,0,0,37,0.9,0.4375,0.5,0,0.7,1,0,0,0,9,0.349206,63,22,34.92063581943512,0.809524,80.95238208770752,21,17,10,10,28,6,0,30,10,0.24390244,71.4,0.93837535,21.42857164144516,16,35,45.71428596973419,0.3968254,1.0634921,7
198,535,89,46,4,33,13,24,0,0,10,0,0,62,0.8235294,1.3,0.4,0,0.7647059,1,0,0,0,14,0.405405,74,30,40.54054021835327,0.666667,66.66666865348816,27,18,29,17,32,11,0,36,15,0.65909094,72.8,1.2225274,34.375,19,42,45.23809552192688,0.47972974,1.2027028,45,1,19,12,15,0,0,24,0,0,26,0.25,0.5,0.041666668,0,0.5,1,0,0,0,6,0.277778,54,15,27.77777910232544,0.9,89.99999761581421,10,9,7,24,32,7,0,12,5,0.17948718,75,0.61333334,21.875,8,22,36.36363744735718,0.3425926,0.8518519,0
198,3238,121,50,4,30,20,43,0,0,8,0,0,49,2.1,2.5,0.5,21,2,1,0,0,0,21,0.525,80,42,52.49999761581421,0.842105,84.21052694320679,19,16,19,10,42,21,1,36,30,0.5,79.6,1.5201005,50,21,38,55.263155698776245,0.65625,1.5125,74,2,20,5,10,0,0,13,0,0,26,0.28,0.3846154,0.15384616,0,0.2,1,0,0,0,7,0.363636,55,20,36.36363744735718,0.571429,57.14285969734192,7,4,6,25,18,6,0,18,4,0.17142858,76.8,0.6510416,33.33333432674408,14,37,37.837839126586914,0.4181818,0.90909094,0
198,3122,91,31,6,37,6,31,0,0,14,0,0,50,1.0833334,0.42857143,0.42857143,0,0.5,1,0,0,0,13,0.523077,65,34,52.307695150375366,1,100,10,10,13,12,28,13,0,42,19,0.41935483,68,1.3382353,46.42857015132904,21,37,56.75675868988037,0.6230769,1.4,60,1,18,8,5,0,0,15,0,0,27,0.05263158,0.53333336,0.06666667,0,0.42105263,1,0,0,0,1,0.207547,53,11,20.75471729040146,0.583333,58.33333134651184,12,7,9,19,18,2,0,16,4,0.21428572,67.8,0.4572271,11.11111119389534,9,35,25.714287161827087,0.2264151,0.5849057,4
198,202,87,80,4,24,8,21,0,0,10,0,0,32,1.2307693,0.8,0.4,16,0.61538464,1,0,0,0,16,0.472727,55,26,47.27272689342499,0.842105,84.21052694320679,19,16,8,13,41,19,1,14,14,0.27586207,68.6,1.2682216,46.341463923454285,7,14,50,0.6454545,1.5818182,15,0,22,8,17,0,0,14,0,0,32,1.3,0.5714286,0,0,0.8,1,0,0,0,13,0.476923,65,31,47.69230782985687,0.666667,66.66666865348816,9,6,10,10,24,12,0,36,6,0.29411766,68.6,1.1661807,50,19,41,46.341463923454285,0.5692308,1.2307693,2
